Date,Open,High,Low,Close,Volume,Market Cap
Jul 01 2016,4.19,4.33,4.18,4.26,6987180,194823000
Jun 30 2016,4.08,4.21,4.04,4.19,2864910,189371000
Jun 29 2016,4.1,4.1,4.03,4.06,2211450,190440000
Jun 28 2016,4.14,4.18,4.07,4.1,2867420,192051000
Jun 27 2016,4.05,4.16,4.03,4.12,2749620,187984000
Jun 26 2016,4.24,4.24,3.97,4.07,4480920,196813000
Jun 25 2016,4.27,4.44,3.92,4.23,6057000,198221000
Jun 24 2016,3.85,4.33,3.85,4.28,9364750,178563000
Jun 23 2016,3.92,3.95,3.47,3.85,11138900,181586000
Jun 22 2016,4.83,4.92,3.88,3.91,11522400,223663000
Jun 21 2016,5.27,5.29,4.7,4.82,11984800,244250000
Jun 20 2016,5.63,5.63,5.27,5.29,4154880,260458000
Jun 19 2016,5.56,5.63,5.51,5.59,3760240,257369000
Jun 18 2016,5.6,5.69,5.49,5.56,7878070,259298000
Jun 17 2016,5.67,5.95,5.28,5.59,12383200,262382000
Jun 16 2016,5.25,5.66,5.25,5.66,9930590,242907000
Jun 15 2016,5.22,5.24,5.11,5.24,3917000,241446000
Jun 14 2016,5.31,5.31,5.1,5.2,8488220,245165000
Jun 13 2016,5.41,5.54,5.16,5.29,8668280,250146000
Jun 12 2016,5.07,5.46,5.05,5.33,13753200,234022000
Jun 11 2016,4.88,5.01,4.84,5.01,10294700,225407000
Jun 10 2016,4.75,4.85,4.71,4.84,6975970,219324000
Jun 09 2016,4.78,4.78,4.67,4.69,6438540,220448000
Jun 08 2016,4.77,4.79,4.69,4.75,3507640,220210000
Jun 07 2016,4.95,4.98,4.72,4.77,3881380,228462000
Jun 06 2016,4.81,4.97,4.81,4.96,2993510,221912000
Jun 05 2016,4.8,4.84,4.79,4.81,2257820,221106000
Jun 04 2016,4.86,4.9,4.77,4.81,3214800,224016000
Jun 03 2016,4.72,4.87,4.71,4.86,4061990,217333000
Jun 02 2016,4.74,4.76,4.68,4.72,2121360,218428000
Jun 01 2016,4.65,4.77,4.62,4.74,4577160,214171000
May 31 2016,4.69,4.75,4.6,4.65,5187600,215697000
May 30 2016,4.63,4.7,4.59,4.67,3805050,213115000
May 29 2016,4.69,4.86,4.58,4.61,7351420,215630000
May 28 2016,4.51,4.83,4.51,4.7,11564700,207386000
May 27 2016,4.09,4.68,4.09,4.5,10821100,187948000
May 26 2016,4.05,4.1,4.03,4.08,2530850,185862000
May 25 2016,3.95,4.05,3.95,4.05,2765530,181463000
May 24 2016,3.96,3.98,3.94,3.95,1742000,182003000
May 23 2016,3.92,3.97,3.9,3.97,1868020,180067000
May 22 2016,3.96,3.99,3.9,3.93,1849720,181558000
May 21 2016,3.88,3.97,3.88,3.95,1938010,178150000
May 20 2016,3.82,3.92,3.82,3.88,3638250,175409000
May 19 2016,4,4.03,3.83,3.83,3380010,183495000
May 18 2016,3.98,4.04,3.98,4,2377740,182396000
May 17 2016,4,4.03,3.97,3.98,2663640,183427000
May 16 2016,4.06,4.16,3.98,4.01,3632510,186086000
May 15 2016,4.01,4.1,3.97,4.06,2096570,183781000
May 14 2016,3.93,4.05,3.92,4.01,2444920,179752000
May 13 2016,3.86,3.96,3.83,3.93,2624100,176401000
May 12 2016,3.88,3.9,3.8,3.86,1798920,177543000
May 11 2016,3.82,3.91,3.81,3.88,2458140,174695000
May 10 2016,4.06,4.12,3.8,3.82,3688200,185501000
May 09 2016,3.94,4.08,3.9,4.06,3120940,179947000
May 08 2016,3.94,3.94,3.89,3.94,1783970,179835000
May 07 2016,3.82,4,3.82,3.95,3278610,174435000
May 06 2016,3.72,3.82,3.71,3.82,1899060,169660000
May 05 2016,3.74,3.76,3.71,3.71,1702120,170776000
May 04 2016,3.74,3.78,3.73,3.75,1716110,170729000
May 03 2016,3.68,3.76,3.66,3.74,2363200,167955000
May 02 2016,3.71,3.78,3.64,3.68,2667410,169120000
May 01 2016,3.66,3.72,3.64,3.71,1911590,166735000
Apr 30 2016,3.81,3.82,3.64,3.66,2502180,173790000
Apr 29 2016,3.79,3.85,3.72,3.81,2467080,172762000
Apr 28 2016,3.88,3.88,3.69,3.79,3952590,176662000
Apr 27 2016,4.05,4.23,3.87,3.89,9435190,184330000
Apr 26 2016,3.8,4.11,3.79,4.05,6717450,172756000
Apr 25 2016,3.62,3.87,3.55,3.81,6605750,164835000
Apr 24 2016,3.35,3.65,3.35,3.63,4502460,152206000
Apr 23 2016,3.32,3.34,3.31,3.33,1383790,150997000
Apr 22 2016,3.35,3.35,3.31,3.32,1569850,152137000
Apr 21 2016,3.28,3.35,3.27,3.35,1688230,149099000
Apr 20 2016,3.29,3.29,3.27,3.28,1638920,149541000
Apr 19 2016,3.25,3.29,3.24,3.29,1333410,147546000
Apr 18 2016,3.26,3.27,3.24,3.24,1317730,148017000
Apr 17 2016,3.28,3.28,3.25,3.26,1211900,148864000
Apr 16 2016,3.28,3.29,3.27,3.27,1155850,148813000
Apr 15 2016,3.24,3.28,3.24,3.28,1404400,147106000
Apr 14 2016,3.25,3.26,3.23,3.24,1190770,147175000
Apr 13 2016,3.26,3.27,3.24,3.24,1295720,147911000
Apr 12 2016,3.24,3.28,3.23,3.26,1305310,146827000
Apr 11 2016,3.23,3.24,3.21,3.24,1061060,146206000
Apr 10 2016,3.22,3.25,3.21,3.23,1417490,145907000
Apr 09 2016,3.22,3.23,3.2,3.22,1224580,145963000
Apr 08 2016,3.24,3.25,3.21,3.22,1352320,146734000
Apr 07 2016,3.26,3.26,3.23,3.25,1150280,147371000
Apr 06 2016,3.26,3.26,3.24,3.26,1088910,147390000
Apr 05 2016,3.25,3.27,3.24,3.25,863788,146779000
Apr 04 2016,3.26,3.27,3.22,3.25,1188610,147422000
Apr 03 2016,3.26,3.27,3.25,3.26,1281200,147378000
Apr 02 2016,3.25,3.28,3.24,3.26,1174830,146629000
Apr 01 2016,3.25,3.26,3.23,3.24,1316230,146576000
Mar 31 2016,3.23,3.27,3.22,3.26,1704440,145617000
Mar 30 2016,3.23,3.28,3.2,3.22,1450290,145624000
Mar 29 2016,3.26,3.28,3.2,3.23,1764730,147162000
Mar 28 2016,3.3,3.3,3.26,3.26,1427140,148970000
Mar 27 2016,3.23,3.32,3.23,3.3,2089890,145718000
Mar 26 2016,3.23,3.24,3.21,3.23,1117430,145487000
Mar 25 2016,3.23,3.24,3.21,3.23,1200290,145451000
Mar 24 2016,3.25,3.25,3.22,3.22,1394180,146180000
Mar 23 2016,3.23,3.25,3.22,3.24,1703040,145628000
Mar 22 2016,3.2,3.24,3.2,3.23,1265140,144058000
Mar 21 2016,3.21,3.21,3.19,3.2,507480,144239000
Mar 20 2016,3.18,3.21,3.18,3.21,926158,143129000
Mar 19 2016,3.17,3.19,3.16,3.18,617579,142595000
Mar 18 2016,3.31,3.31,3.15,3.17,1502010,148676000
Mar 17 2016,3.31,3.32,3.3,3.31,1038460,148815000
Mar 16 2016,3.31,3.32,3.3,3.31,692940,148574000
Mar 15 2016,3.3,3.33,3.29,3.31,747107,148354000
Mar 14 2016,3.31,3.33,3.29,3.3,670283,148568000
Mar 13 2016,3.29,3.32,3.28,3.31,1140930,147636000
Mar 12 2016,3.39,3.39,3.27,3.29,1076560,152154000
Mar 11 2016,3.29,3.4,3.29,3.38,1804450,147411000
Mar 10 2016,3.28,3.29,3.25,3.29,898376,146986000
Mar 09 2016,3.25,3.3,3.24,3.28,1247320,145714000
Mar 08 2016,3.27,3.28,3.23,3.25,918434,146604000
Mar 07 2016,3.22,3.27,3.2,3.27,1057270,144322000
Mar 06 2016,3.19,3.25,3.17,3.22,1010650,142926000
Mar 05 2016,3.25,3.25,3.13,3.19,1689010,145576000
Mar 04 2016,3.32,3.35,3.25,3.25,1459960,148651000
Mar 03 2016,3.36,3.36,3.31,3.32,1812040,150493000
Mar 02 2016,3.43,3.44,3.37,3.37,1469810,153604000
Mar 01 2016,3.45,3.45,3.41,3.43,1133580,154187000
Feb 29 2016,3.44,3.49,3.42,3.45,1431670,153819000
Feb 28 2016,3.41,3.47,3.36,3.44,986849,152561000
Feb 27 2016,3.43,3.45,3.39,3.41,731107,153161000
Feb 26 2016,3.37,3.42,3.32,3.42,1849390,150463000
Feb 25 2016,3.39,3.4,3.33,3.37,1556360,151157000
Feb 24 2016,3.4,3.42,3.32,3.37,1909510,151871000
Feb 23 2016,3.49,3.52,3.38,3.4,2416790,155639000
Feb 22 2016,3.47,3.51,3.43,3.48,2066780,154569000
Feb 21 2016,3.46,3.58,3.4,3.46,3518950,154250000
Feb 20 2016,3.27,3.5,3.26,3.46,3677250,145652000
Feb 19 2016,3.26,3.27,3.23,3.25,1780240,145267000
Feb 18 2016,3.25,3.27,3.23,3.25,1422270,144543000
Feb 17 2016,3.23,3.26,3.2,3.24,1857460,143699000
Feb 16 2016,3.2,3.22,3.18,3.21,1479430,142534000
Feb 15 2016,3.23,3.25,3.17,3.18,1521240,143812000
Feb 14 2016,3.15,3.21,3.15,3.21,1924190,140015000
Feb 13 2016,3.12,3.14,3.11,3.13,1313500,138655000
Feb 12 2016,3.09,3.12,3.08,3.11,1041630,137461000
Feb 11 2016,3.11,3.13,3.07,3.08,1263660,138300000
Feb 10 2016,3.09,3.13,3.08,3.1,1358800,137231000
Feb 09 2016,3.08,3.08,3.05,3.08,1197280,136615000
Feb 08 2016,3.09,3.11,3.06,3.06,964279,137272000
Feb 07 2016,3.11,3.13,3.08,3.09,1168970,138012000
Feb 06 2016,3.15,3.15,3.08,3.1,1394670,139756000
Feb 05 2016,3.17,3.17,3.14,3.14,1211900,140665000
Feb 04 2016,3.06,3.18,3.06,3.16,2059350,135567000
Feb 03 2016,3.09,3.09,3.04,3.05,1406560,136798000
Feb 02 2016,3.09,3.1,3.07,3.08,1279650,136820000
Feb 01 2016,3.07,3.1,3.06,3.08,1502430,136125000
Jan 31 2016,3.1,3.11,3.04,3.05,1450600,137129000
Jan 30 2016,3.12,3.12,3.08,3.08,1298980,138029000
Jan 29 2016,3.14,3.14,3.06,3.11,2555880,138886000
Jan 28 2016,3.29,3.3,3.11,3.12,3075380,145677000
Jan 27 2016,3.16,3.32,3.16,3.29,5341690,139722000
Jan 26 2016,3.13,3.17,3.12,3.15,2926650,138171000
Jan 25 2016,3.19,3.19,3.11,3.13,1940070,140890000
Jan 24 2016,3.11,3.21,3.1,3.18,1806510,137555000
Jan 23 2016,3.08,3.15,3.08,3.1,2384900,136122000
Jan 22 2016,3.23,3.24,3.05,3.08,3589150,142657000
Jan 21 2016,3.38,3.4,3.21,3.22,3665110,149373000
Jan 20 2016,3.01,3.43,2.99,3.39,4438610,133024000
Jan 19 2016,3.05,3.06,2.99,3.02,1626900,134431000
Jan 18 2016,3.02,3.06,2.98,3.05,2304070,133145000
Jan 17 2016,3.09,3.1,3.02,3.03,1905660,136090000
Jan 16 2016,2.97,3.11,2.92,3.09,4170270,130687000
Jan 15 2016,3.46,3.46,3,3,5117640,152598000
Jan 14 2016,3.47,3.48,3.45,3.47,2044890,152853000
Jan 13 2016,3.49,3.49,3.43,3.48,6745630,153644000
Jan 12 2016,3.55,3.56,3.49,3.49,4566050,156360000
Jan 11 2016,3.53,3.57,3.53,3.56,2931030,155131000
Jan 10 2016,3.56,3.56,3.5,3.54,2462000,156524000
Jan 09 2016,3.57,3.59,3.54,3.56,2934720,157142000
Jan 08 2016,3.6,3.64,3.53,3.57,3277990,158077000
Jan 07 2016,3.45,3.61,3.44,3.6,4560680,151582000
Jan 06 2016,3.47,3.47,3.44,3.45,2208860,152276000
Jan 05 2016,3.49,3.51,3.45,3.47,2104650,153319000
Jan 04 2016,3.48,3.51,3.48,3.5,3309740,152699000
Jan 03 2016,3.5,3.51,3.45,3.48,2406150,153739000
Jan 02 2016,3.52,3.53,3.49,3.5,3020260,154187000
Jan 01 2016,3.48,3.53,3.47,3.51,2791170,152570000
